lad19cd,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,"E06000052,E06000053",E06000054,E06000055,E06000056,E06000057,E06000058,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000150,E07000151,E07000152,E07000153,E07000154,E07000155,E07000156,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E06000059,E07000004,E07000005,E07000006,E07000007,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,"E09000001,E09000033",E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142
E09000019,0,3,0,2,2,0,12,3,4,2,1,3,0,3,2,29,0,13,6,4,1,49,27,1,17,5,8,5,28,78,25,26,27,18,18,35,62,38,22,56,40,10,16,1,3,8,2,4,11,10,14,35,1,13,7,3,0,0,1,9,0,2,0,13,1,27,1,8,0,0,1,1,1,0,1,0,0,0,0,1,4,2,7,47,12,13,3,5,1,0,0,0,0,0,1,9,2,1,1,7,0,30,11,25,23,21,53,31,12,4,13,18,1,1,1,12,2,1,1,9,36,8,13,2,1,3,3,1,2,0,92,266,54,67,3,7,7,1,0,19,1,0,6,7,0,8,1,0,11,0,1,0,3,1,1,11,15,1,0,1,39,8,4,9,8,21,26,55,30,86,2,0,8,23,3,0,1,0,0,0,4,0,0,3,0,1,1,0,0,2,0,0,1,2,0,0,1,5,4,3,4,32,11,24,8,37,30,79,62,8,3,3,21,11,10,2,3,3,3,4,6,4,6,2,3,26,2,2,27343,78,1235,51,621,103,13297,149,548,887,210,3933,1905,2012,179,148,277,488,16858,1993,85,1548,223,143,588,186,187,3090,62,4741,482,639,14,5,2,5,2,8,2,6,15,3,10,136,58,175,27,70,135,5,24,25,4,3,7,14,4,8,2,7,32,0,0,1,0,5,0,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,1,7,1,2,1
E09000020,0,0,0,0,0,0,4,0,0,7,5,2,1,7,5,7,1,10,5,0,4,19,11,3,5,5,0,14,12,26,2,4,7,34,23,37,129,103,67,8,25,8,7,4,0,7,1,3,6,17,4,14,0,10,0,0,2,4,1,6,1,1,0,0,0,5,1,1,0,1,2,0,3,1,0,1,1,2,0,1,2,0,20,55,24,14,7,4,0,5,0,0,1,2,2,2,0,2,1,3,2,80,21,45,47,35,61,58,27,7,18,44,5,0,3,9,3,0,3,10,31,1,14,1,0,0,1,0,2,0,33,62,11,14,4,9,2,0,0,17,0,1,2,4,1,13,4,0,19,0,3,0,0,1,1,4,7,1,0,1,18,10,4,9,17,18,22,72,52,18,3,1,2,13,0,0,2,1,0,4,3,0,1,0,0,3,0,1,2,5,4,0,0,3,1,0,4,4,0,0,5,11,2,6,3,9,4,16,6,1,3,5,5,3,19,1,0,2,2,6,5,1,3,7,1,18,1,0,27520,16,269,16,664,50,3281,127,778,120,87,522,3706,126,78,9,466,828,1616,10964,106,862,81,222,120,34,338,1280,50,3955,98,969,31,13,0,4,0,20,0,7,18,4,5,24,20,27,5,36,46,7,6,14,0,4,5,10,0,2,4,7,1,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,1,1,4,2,2,0,1,1,0,0,1
E09000021,1,4,0,2,0,2,18,0,5,3,1,5,0,7,5,8,1,3,8,3,0,21,12,0,19,1,1,16,6,20,2,22,21,131,45,59,164,152,89,18,40,35,19,1,1,5,1,6,4,26,4,17,1,14,0,3,1,1,0,6,1,0,1,0,2,6,1,4,0,0,1,12,0,0,2,1,0,0,0,0,0,0,4,14,22,8,6,1,1,6,0,1,3,1,0,2,0,0,2,0,2,3145,1411,650,1055,556,629,516,130,58,179,430,0,1,3,8,7,2,2,12,244,38,29,9,2,0,0,2,4,0,17,34,5,8,4,5,8,2,0,19,0,2,9,1,3,5,6,0,10,2,0,0,0,1,1,7,5,4,2,0,21,12,4,7,5,11,16,47,88,9,1,4,0,8,1,0,1,0,1,1,5,2,0,2,0,1,2,0,1,0,2,1,1,2,0,0,4,3,2,5,5,13,2,10,0,5,9,11,8,0,0,1,4,4,2,1,3,0,5,6,4,1,1,0,1,13,0,0,8867,23,121,44,202,99,1872,517,490,56,85,254,1549,58,51,17,752,1595,805,961,20982,1198,102,3088,94,39,3755,1318,1340,1444,32,2661,81,39,6,13,3,83,6,6,152,13,18,12,33,32,6,47,41,2,13,30,3,6,10,27,2,2,5,22,16,0,0,1,0,2,0,4,0,0,0,1,2,4,1,1,0,0,4,1,2,1,1,4,0,0,1
E09000022,0,1,0,1,0,0,14,2,0,3,3,5,0,1,0,29,1,14,4,8,6,53,39,6,60,9,1,23,27,66,28,33,74,80,27,56,100,96,64,43,73,24,22,3,4,7,2,9,16,25,11,18,4,34,4,2,5,0,0,7,0,0,0,4,3,32,1,13,1,1,4,4,0,2,0,3,2,4,1,0,1,0,41,71,41,10,8,3,0,3,0,0,8,5,3,42,2,3,2,3,2,264,185,185,184,221,218,167,34,96,72,116,1,2,5,13,5,5,5,10,248,24,39,10,4,3,3,1,6,0,47,84,29,29,2,5,4,3,0,34,2,0,16,6,3,18,13,2,17,3,2,2,1,3,2,14,14,1,0,3,58,16,18,26,11,22,22,66,48,27,3,1,7,11,0,4,5,1,1,0,10,0,0,2,2,0,1,6,4,9,0,1,2,3,0,3,4,3,12,4,12,39,11,49,4,32,14,78,24,4,8,5,11,23,20,3,8,4,6,5,3,16,16,4,6,41,0,2,41618,83,540,227,612,1007,9995,2867,775,297,702,1934,3995,452,127,75,508,1214,5235,4996,792,20718,1503,2287,597,93,953,10682,856,5540,282,8639,52,22,8,3,1,53,9,9,58,11,18,45,28,65,22,54,77,10,27,95,2,20,30,81,8,14,6,46,50,0,0,1,0,2,0,11,1,0,0,0,0,6,1,3,0,1,7,0,0,1,0,0,1,2,1
E09000023,1,1,0,5,2,0,6,6,0,1,3,5,0,3,11,32,0,11,0,3,6,39,16,4,46,8,0,13,25,30,52,90,139,22,39,38,70,39,25,23,48,6,9,2,2,3,3,16,12,23,9,35,1,17,5,1,1,5,0,6,1,1,8,2,3,28,4,18,0,2,2,7,0,0,1,6,0,2,1,1,1,0,6,32,15,34,5,2,0,8,2,4,1,2,5,6,2,3,2,6,0,57,64,42,57,164,48,44,27,79,39,52,2,0,3,10,7,3,3,9,182,32,15,7,2,0,0,4,6,0,21,58,26,26,7,8,4,3,1,27,2,0,16,10,1,8,5,1,23,0,3,2,1,1,4,11,16,6,0,6,33,7,13,15,10,4,6,39,31,13,0,4,11,25,0,0,3,0,1,0,11,4,1,0,2,2,0,2,3,1,0,1,4,4,0,1,7,11,7,6,13,60,9,45,22,35,19,94,20,2,10,3,14,5,3,3,5,0,7,9,4,8,12,0,12,39,3,2,22769,156,411,1293,475,6437,6021,2164,495,287,5360,1640,1587,347,88,106,246,409,3388,1878,203,5955,20625,651,1163,186,279,11735,512,6228,345,1958,28,23,3,10,2,12,3,6,19,4,9,33,27,37,8,31,80,29,43,515,9,100,99,231,6,22,7,103,63,0,7,0,0,0,0,8,2,0,2,2,0,3,5,0,1,0,4,0,0,2,1,1,2,2,2
E09000024,0,1,0,6,1,0,11,0,0,3,2,2,1,6,0,11,1,9,4,4,3,26,7,7,31,10,0,13,14,20,7,13,15,68,25,62,122,99,54,15,26,17,11,2,2,5,4,3,9,21,5,8,1,19,5,1,1,3,2,1,0,1,1,0,2,9,2,5,0,0,2,6,2,0,0,3,0,0,0,0,0,2,7,20,20,12,5,5,3,1,5,1,1,0,0,1,0,0,1,2,4,829,749,450,712,650,327,200,93,136,92,268,1,3,3,5,7,16,3,14,240,41,30,7,1,2,0,2,3,0,22,34,4,19,4,3,1,1,2,25,4,3,11,4,0,3,3,2,10,0,0,1,1,1,4,7,5,4,1,1,27,11,0,5,6,9,8,39,43,21,3,3,1,9,0,0,1,1,1,0,2,4,2,0,1,0,0,0,0,8,0,1,1,2,4,0,6,4,9,3,10,15,4,13,1,16,6,19,7,2,2,2,3,14,4,2,0,3,2,8,4,5,11,2,5,21,2,0,16210,37,235,58,321,319,3530,2775,579,117,208,589,2600,181,65,35,437,927,1868,2258,3504,3634,378,16588,256,48,1264,2749,3929,2516,108,8798,59,23,6,9,1,53,5,3,95,9,13,16,22,40,9,24,38,7,14,60,4,3,7,49,2,3,5,28,15,0,0,2,1,2,0,10,0,0,2,0,1,2,2,0,0,0,2,0,0,0,0,1,1,2,0
E09000025,0,2,0,4,6,4,16,0,3,3,1,2,2,2,3,6,0,9,4,7,8,12,9,0,55,5,1,27,26,75,158,639,53,32,11,66,66,41,21,44,33,10,10,0,4,9,6,0,23,15,14,26,4,14,7,2,2,4,1,12,9,6,5,6,13,31,2,21,0,0,11,2,0,2,4,4,11,3,1,0,2,1,6,19,15,14,8,3,5,4,1,0,2,3,0,13,1,3,5,36,10,52,40,22,37,58,27,34,34,41,13,47,2,7,14,48,10,1,3,15,58,13,6,36,1,0,4,8,7,1,58,115,53,48,9,19,2,7,3,19,3,4,15,13,1,14,7,4,14,1,2,2,2,12,5,14,6,8,0,3,55,7,18,16,28,14,14,33,38,26,1,0,19,23,0,0,4,0,0,1,20,0,1,2,1,0,0,0,1,4,1,6,0,1,1,1,3,10,3,2,5,320,113,196,33,138,33,576,174,27,33,25,146,3,2,3,8,2,6,14,16,8,18,13,11,41,2,0,18262,2851,659,319,913,343,5132,269,709,1066,1311,3051,1501,999,160,1487,300,469,3349,2250,166,1776,688,300,24781,3365,214,3110,125,11592,3243,864,31,11,6,2,0,17,5,8,8,5,2,144,23,96,15,41,66,20,18,203,12,36,44,47,7,28,23,47,23,0,1,0,0,2,1,20,5,1,2,8,5,5,2,2,3,1,4,5,0,5,1,1,3,2,0
E09000026,0,1,0,1,1,1,14,3,2,3,8,2,4,3,5,20,2,18,6,7,3,18,17,0,15,4,1,14,15,63,153,687,55,21,11,53,52,40,21,43,19,7,6,0,1,7,2,3,15,15,10,16,3,6,6,3,2,9,2,5,3,0,2,1,7,21,3,6,0,2,2,0,0,0,0,2,2,2,0,2,0,4,6,23,25,15,10,2,1,12,0,3,2,0,1,10,0,2,4,26,8,31,12,22,28,49,47,28,17,11,12,39,3,3,2,8,8,1,3,5,36,8,10,3,1,1,2,4,4,0,88,161,129,37,21,16,6,7,0,27,2,2,5,12,3,7,9,0,17,2,0,3,0,5,4,6,0,4,0,4,57,13,10,3,26,15,5,27,38,63,10,0,13,50,0,0,2,0,0,2,5,2,3,0,0,0,1,0,6,2,0,7,2,2,1,0,6,1,1,1,6,546,100,530,46,322,78,2770,377,28,48,20,154,0,4,1,1,1,2,4,22,10,9,1,2,24,4,0,16760,4611,627,116,492,186,4238,153,421,1426,571,2606,869,1080,133,3760,252,247,2842,1004,74,958,296,111,7676,22053,87,2315,63,8766,5236,361,17,0,5,9,1,9,5,4,13,6,13,260,50,118,12,50,66,5,14,158,13,21,18,26,1,13,9,35,21,0,0,0,1,0,0,9,1,0,0,1,5,2,1,1,0,0,2,0,1,5,3,0,1,2,0
E09000027,0,0,1,1,1,5,11,0,0,1,2,1,0,4,1,5,0,9,3,2,3,36,16,2,16,4,0,22,7,35,7,8,11,395,77,184,571,433,247,35,34,17,27,8,2,9,2,7,6,34,13,21,1,30,0,0,0,4,4,10,0,2,1,2,2,8,1,1,2,2,0,36,0,0,0,2,1,1,0,2,1,3,20,43,43,35,4,6,0,2,0,2,7,2,1,4,0,1,0,2,1,1054,183,327,326,134,1068,1477,256,30,80,259,1,1,6,11,6,3,3,14,133,27,26,9,0,5,2,2,0,0,49,48,8,15,6,2,3,1,0,17,2,0,10,0,1,4,3,2,6,0,1,0,0,2,2,4,3,1,1,3,21,5,0,1,4,20,34,188,133,23,2,3,5,8,1,0,3,0,0,2,4,0,1,0,0,2,0,0,3,6,0,0,2,2,0,0,8,0,6,0,6,12,3,8,0,6,4,11,4,0,0,1,7,10,4,0,2,1,13,10,1,2,7,0,4,15,2,2,14773,17,167,28,438,60,2978,194,1503,115,104,416,3441,69,136,22,2149,7102,1363,1814,3479,1295,88,846,104,19,18671,1776,271,2121,34,2128,142,26,6,15,3,155,9,11,191,21,37,8,45,58,2,63,68,7,7,20,2,3,8,20,1,6,1,15,15,1,0,0,0,1,1,2,5,0,0,0,0,4,3,3,0,0,8,1,1,0,1,2,0,1,1
E09000028,0,0,0,4,3,0,19,0,6,5,10,7,1,3,14,12,2,16,5,6,9,54,28,7,50,4,2,19,30,78,44,72,97,33,17,42,99,58,40,36,81,14,19,1,4,13,3,8,12,22,13,14,1,23,10,1,1,2,0,13,3,2,3,6,4,45,3,19,0,1,4,2,1,3,0,1,2,2,1,3,1,2,22,43,26,14,6,3,1,5,0,0,3,2,6,33,1,0,3,7,3,146,91,109,67,133,88,75,25,30,58,85,5,4,11,13,7,0,3,26,130,21,31,5,0,4,2,4,4,0,52,111,32,24,11,9,1,5,1,36,1,4,18,6,4,12,3,1,26,2,9,0,1,3,5,17,13,5,0,14,66,16,18,14,9,16,12,39,29,36,1,1,6,12,0,1,4,0,0,0,7,3,1,3,0,1,1,0,6,8,0,0,7,4,0,1,6,11,13,11,13,50,9,56,7,50,19,95,28,6,5,4,26,6,14,0,2,2,3,9,3,4,15,6,10,46,3,2,34059,188,488,440,640,1104,8027,1170,561,268,1723,2020,2336,379,115,116,367,633,4809,3044,317,10253,3399,782,894,210,456,25310,347,7802,391,2997,30,22,8,10,0,25,6,13,29,7,25,62,36,79,12,27,94,11,22,181,5,30,54,82,12,16,15,49,38,1,1,0,0,4,2,9,4,0,1,5,0,4,0,1,2,0,3,0,5,2,8,0,4,2,0
E09000029,0,1,0,2,3,2,8,0,2,2,0,1,0,1,2,5,0,8,6,7,3,17,16,3,21,5,0,19,19,29,11,14,31,70,17,38,103,73,38,18,50,16,11,5,4,4,4,5,6,24,5,9,5,26,2,2,1,1,1,5,2,0,2,0,6,10,1,3,0,1,6,3,0,1,0,3,0,0,0,0,0,1,8,10,21,12,3,9,0,2,3,3,1,2,0,2,1,2,3,3,0,775,3454,386,1367,3344,210,202,69,401,86,211,1,0,5,11,6,7,9,36,624,91,96,15,0,1,0,2,0,0,15,25,12,16,2,1,1,1,4,20,2,1,2,2,2,4,2,2,13,0,3,0,3,7,1,7,8,14,0,1,14,16,4,5,1,7,4,23,23,5,5,2,4,15,0,0,5,0,0,2,4,1,0,0,0,0,3,0,7,7,1,4,4,2,1,1,7,3,9,5,16,28,3,9,0,15,6,25,6,1,4,0,0,1,4,0,1,2,3,15,2,1,3,6,5,19,2,2,7927,16,105,94,158,589,1589,5850,279,59,163,269,1108,81,46,28,329,622,886,933,3488,1780,314,7117,120,30,812,1608,23989,1216,51,3785,59,20,9,4,4,33,2,9,70,9,18,7,24,23,9,17,29,14,7,77,2,7,36,104,3,9,6,49,21,1,1,0,0,0,0,8,0,1,0,1,0,0,1,0,4,0,3,0,1,0,0,1,0,1,0
E09000030,0,2,0,6,2,1,10,1,0,3,0,2,4,4,9,10,4,10,6,1,6,38,21,3,11,3,0,11,29,41,64,166,61,29,29,27,39,46,29,29,44,5,16,4,7,9,6,9,21,22,4,16,1,14,5,0,9,8,3,10,1,2,11,0,9,10,3,8,1,1,8,3,1,0,0,1,3,0,1,1,1,0,11,38,11,18,9,1,0,5,0,1,2,0,1,4,3,0,10,15,5,52,50,53,40,48,54,50,19,20,27,36,3,3,4,16,12,2,4,9,66,12,11,11,1,1,1,7,3,0,29,73,49,19,19,16,7,4,0,26,1,1,9,5,9,10,5,1,12,0,2,0,1,1,0,4,11,1,1,3,25,11,1,2,25,14,25,34,33,56,1,3,16,35,0,2,6,0,0,0,5,0,2,5,1,0,0,0,1,1,2,4,9,4,0,2,12,7,4,7,17,241,33,108,32,79,32,207,75,18,23,21,60,5,9,0,4,3,6,2,0,3,7,6,4,12,1,2,29376,561,445,215,386,360,6315,219,467,367,739,4410,1633,494,114,430,201,322,4891,2211,122,1720,552,197,2973,638,248,4057,118,30488,943,700,34,7,4,1,1,29,2,6,12,12,10,83,30,49,16,33,61,31,31,111,15,33,36,62,12,20,12,34,35,0,2,0,0,0,1,19,3,0,0,1,0,1,4,0,1,1,0,0,2,1,6,2,2,2,0
E09000031,1,4,0,0,2,0,5,2,0,2,1,4,2,2,5,13,2,13,1,4,6,17,10,1,23,4,3,9,27,31,66,203,34,23,15,25,58,33,20,40,30,12,3,1,5,4,2,8,6,16,8,22,1,5,3,0,0,3,1,11,5,0,2,13,6,37,3,22,0,3,6,0,0,0,1,4,3,0,1,1,1,0,10,17,11,4,6,1,0,1,0,3,3,0,1,11,2,2,9,10,3,34,10,10,14,31,27,28,18,20,15,29,7,7,5,16,12,2,1,10,31,2,7,0,0,0,5,4,3,1,72,204,128,38,0,14,3,3,1,15,4,3,10,2,3,9,9,1,11,1,1,0,4,4,1,8,14,2,0,4,35,18,8,1,14,9,11,25,49,41,11,5,2,32,1,0,4,0,1,1,10,5,6,1,1,0,0,1,1,3,0,1,0,1,0,1,2,1,1,3,3,199,50,156,18,135,33,2016,296,12,16,8,160,2,2,0,0,0,2,6,14,3,13,3,7,26,1,0,16787,976,1001,100,723,144,6137,183,564,3422,535,4408,1298,2868,127,740,248,315,4787,1570,75,1262,361,226,4191,3801,145,2320,81,5282,21581,587,33,14,3,5,1,9,3,5,6,9,8,363,43,175,31,55,98,4,10,77,6,21,19,36,4,16,8,18,6,0,0,0,1,1,1,10,0,1,4,4,0,4,1,2,0,0,1,0,1,2,0,3,6,8,0
E09000032,1,1,0,0,1,3,11,1,0,5,2,4,1,5,12,9,0,25,3,6,4,38,28,2,20,5,0,27,20,56,10,12,36,156,44,93,223,282,104,43,102,12,33,2,5,7,2,7,19,33,8,22,8,35,2,4,1,1,1,4,2,2,0,4,1,29,7,8,2,1,2,6,0,0,1,2,1,0,1,0,1,2,25,32,34,20,9,1,0,9,0,6,6,2,2,6,1,3,6,3,0,688,378,479,524,417,485,374,117,98,118,308,2,1,4,9,9,7,8,26,356,56,69,19,8,5,0,1,0,0,36,90,14,25,9,10,5,7,4,40,1,1,9,9,2,10,9,1,17,0,1,3,7,1,3,10,7,6,1,6,51,20,9,6,8,24,27,98,57,21,2,2,7,20,0,1,2,0,1,9,10,3,4,3,1,0,0,3,4,7,1,0,2,3,2,0,6,8,8,1,18,30,8,14,1,25,19,42,17,1,3,1,7,17,22,34,2,4,6,15,12,5,20,2,4,28,2,2,46072,36,431,81,738,348,8626,1480,1241,260,353,1340,7618,259,128,43,759,2550,4150,7481,2097,6759,654,4768,460,71,2674,6000,1115,6632,187,23925,127,13,12,4,8,68,7,9,143,19,27,37,39,51,16,59,97,14,14,49,4,13,25,54,9,2,5,28,36,1,1,0,0,4,0,13,0,0,0,1,0,7,0,2,2,2,3,1,0,0,1,2,0,2,1
E07000084,1,1,0,3,1,0,8,1,0,1,7,0,2,2,4,7,1,5,4,4,6,9,24,5,44,4,1,109,6,26,1,5,13,882,7670,2006,347,386,1145,32,17,128,422,7,2,11,2,11,16,337,4,16,2,59,1,0,2,3,0,1,4,0,3,0,0,12,19,1,0,5,2,2,0,0,2,5,3,0,0,0,1,2,43,85,205,196,25,7,1,7,2,3,2,2,1,4,0,3,0,1,1,123,19,396,61,71,245,144,652,6,303,246,1,1,3,8,22,1,4,36,56,12,16,3,3,0,3,2,1,0,16,20,11,7,7,4,10,9,1,7,1,2,7,6,0,5,1,0,3,3,2,0,0,1,1,3,2,4,0,2,27,12,4,4,43,27,15,51,138,9,0,0,2,14,2,0,0,1,0,0,0,0,4,0,1,2,1,0,6,1,0,2,3,3,1,0,2,0,1,1,10,7,8,1,1,4,3,7,1,4,1,0,10,9,12,0,7,4,11,6,4,8,12,1,4,14,0,0,1710,10,20,5,31,13,276,25,77,22,12,34,107,14,22,7,395,266,146,77,69,135,7,43,14,4,110,217,39,279,13,83,42909,838,405,115,23,2894,65,123,1213,1302,1429,6,25,15,5,36,18,4,5,13,1,0,3,5,2,0,0,11,3,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,3,0,8,1,0,4,0,4,1,1,1
E07000085,0,1,0,1,1,1,3,0,1,1,0,0,1,1,3,4,1,7,2,2,6,11,7,2,17,11,0,18,3,15,0,5,23,167,204,145,83,78,149,15,18,2474,336,7,8,6,4,3,3,95,5,11,9,58,0,1,0,1,0,0,2,1,1,2,0,10,3,3,1,1,0,1,2,1,0,2,0,1,1,0,0,1,9,13,19,19,6,1,2,4,1,2,2,2,2,2,14,0,4,2,0,183,44,1804,106,65,184,82,419,9,3866,305,0,3,3,1,11,6,73,1587,92,52,15,22,2,2,2,1,2,0,7,15,2,3,2,1,3,1,1,3,1,0,1,2,1,3,8,0,0,1,0,0,0,1,1,1,2,2,0,2,9,5,4,2,23,8,3,16,28,8,0,0,3,5,0,0,1,0,1,0,0,3,8,0,0,1,2,0,4,4,2,0,7,1,1,1,0,1,4,3,3,4,1,1,0,2,6,2,1,0,0,2,4,0,1,0,2,5,1,2,2,3,4,0,2,12,1,1,1220,0,12,4,9,19,197,33,34,8,10,21,78,4,8,3,181,148,103,59,108,114,10,63,12,2,65,167,38,181,4,75,1323,19022,365,608,130,895,2359,110,1236,170,1753,7,11,7,3,25,9,2,0,10,0,3,4,5,2,0,0,10,4,0,0,1,0,0,0,1,0,0,0,0,1,3,3,3,1,0,4,0,0,1,0,1,0,1,1
E07000086,0,0,0,4,0,1,0,0,0,2,2,1,0,7,3,6,0,3,6,0,1,9,14,6,14,11,6,23,1,10,1,4,3,74,197,84,26,25,73,19,14,1471,11193,45,1,3,0,7,6,313,0,6,1,355,2,0,2,0,0,0,0,1,3,1,0,6,5,0,0,0,4,3,0,0,0,1,2,2,0,1,0,1,8,22,14,31,6,4,0,12,1,0,1,0,0,3,1,1,2,1,1,17,5,80,26,11,31,16,55,4,62,27,1,1,3,3,4,4,19,140,35,10,9,19,2,2,0,3,1,0,4,4,4,5,3,1,4,2,0,7,0,0,3,4,2,2,2,0,0,1,0,1,0,3,3,5,5,1,0,2,19,5,2,8,117,1,1,7,24,6,1,0,0,4,0,1,0,0,0,1,1,2,0,0,0,0,2,1,11,3,16,5,5,0,10,1,2,1,1,1,4,7,5,3,0,4,3,1,4,2,0,0,4,1,2,3,5,1,7,3,7,8,8,0,1,9,0,0,338,1,10,5,3,9,87,20,17,3,8,17,23,2,9,2,72,68,34,17,27,29,6,15,7,3,21,65,8,79,4,25,820,265,20191,2305,323,145,353,1801,138,2445,8832,6,9,7,4,10,14,5,1,5,9,3,4,6,2,0,2,1,2,2,0,0,0,0,0,0,1,2,1,0,0,1,6,2,2,0,1,0,0,0,1,0,0,3,0
E07000087,0,0,2,1,2,0,2,2,0,0,0,0,2,1,1,0,4,2,1,8,2,15,19,4,35,52,0,23,8,6,5,5,7,43,108,45,21,23,51,12,17,7819,3460,68,2,1,2,8,18,161,2,10,3,172,1,0,0,2,0,4,2,0,3,1,0,4,2,0,0,4,10,5,0,1,0,0,0,0,0,0,0,1,8,12,8,29,8,9,1,34,0,5,3,2,0,6,0,1,0,1,0,18,3,80,17,22,18,29,42,8,61,22,1,1,1,4,5,6,88,494,67,21,12,16,1,2,0,2,1,1,7,12,0,6,3,6,6,5,1,19,5,0,10,4,0,1,0,1,4,0,0,1,1,1,2,5,3,2,0,0,12,4,4,3,79,14,0,14,14,8,0,0,2,4,0,1,1,1,0,0,3,1,1,0,0,0,0,1,14,4,2,8,6,4,0,0,3,3,6,0,2,6,0,5,1,6,2,1,3,0,1,0,1,2,2,1,3,4,7,1,3,3,2,1,1,6,4,1,243,0,2,1,8,5,55,14,21,4,9,4,16,1,5,3,61,45,26,17,13,32,1,18,5,1,10,38,18,48,1,14,333,475,3206,16395,2878,97,1832,580,104,551,4943,9,2,1,4,18,7,5,0,4,3,2,2,1,3,2,0,4,1,0,0,0,0,2,0,2,2,0,1,0,0,3,0,2,5,0,5,2,0,1,0,1,0,1,0
E07000088,0,0,0,2,1,2,0,1,0,1,1,0,1,1,0,5,3,0,0,10,3,8,15,1,16,74,3,9,6,6,2,0,3,30,60,20,19,19,13,6,14,5942,893,33,0,4,0,3,15,99,1,11,2,56,1,0,0,2,1,3,0,0,0,0,3,6,1,2,0,0,6,6,2,0,0,0,1,1,1,1,0,0,2,4,4,16,6,2,12,48,0,2,4,0,1,1,0,1,1,0,0,6,1,35,11,12,8,7,41,6,24,20,0,0,2,1,5,3,56,296,26,14,5,24,1,0,0,2,1,1,2,3,2,2,2,3,5,0,2,18,0,1,6,0,2,1,2,0,1,1,0,0,0,1,1,2,1,0,0,0,9,0,0,2,30,2,2,1,6,1,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,5,22,2,2,0,0,1,8,1,0,1,4,3,0,4,3,0,2,2,0,1,2,0,0,0,1,2,2,3,3,0,3,1,0,10,2,0,123,0,1,1,2,5,16,3,3,6,6,1,6,1,0,3,26,23,9,9,8,13,9,4,0,4,5,11,14,20,5,3,99,261,1058,7090,13092,57,947,236,65,186,1661,0,4,2,1,15,2,3,1,4,4,0,1,3,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,3,6,0,1,0,0,0,0,2,0,1,5,2,0
