lad19cd,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,"E06000052,E06000053",E06000054,E06000055,E06000056,E06000057,E06000058,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000150,E07000151,E07000152,E07000153,E07000154,E07000155,E07000156,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E06000059,E07000004,E07000005,E07000006,E07000007,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,"E09000001,E09000033",E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142
E07000165,27,70,25,89,98,6,15,31,4,37,129,3,20,1837,9,10,0,35,1,9,3,7,6,3,8,3,1,8,5,9,1,2,7,6,10,9,7,7,7,12,5,4,5,2,145,15,5,7,5,15,4,5,16,3,0,1,0,5,0,2,1,2,0,0,4,14,2,1,297,1920,45408,399,171,78,303,14,12,7,15,2,2,9,2,9,3,11,3,1,0,4,3,3,1,0,0,4,0,1,0,2,4,3,0,7,9,8,17,0,10,1,1,2,3,0,8,5,14,0,2,2,10,3,2,0,3,1,0,2,2,1,5,7,2,9,7,11,2,11,11,89,4,16,25,17,5,28,6,3,9,5,4,2,57,61,54,94,46,16,5,28,28,13,4,7,6,4,0,1,11,4,2,0,8,4,8,3,5,5,7,5,25,7,10,9,1,2,4,2,6,3,0,1,3,0,3,0,1,0,0,0,0,0,2,1,0,0,2,4,3,0,0,0,5,17,3,1,0,5,11,3,1,3,1202,114,213,8481,467,18,179,0,8,2,6,2,38,5,3,6,1,9,12,1,4,0,13,9,13,13,3,17,0,1,5,2,5,12,5,21,3,4,7,1,4,2,1,6,0,5,8,3,5,1,7,3,16,5,4,0,0,2,1,0,24,0,0,3,1,2,0,14,6,7,5,15,20,13,5,3,9,6,1,4,6,5,2,0,6,2,0,2,10,14,1,8,2
E07000166,33,220,78,333,1387,6,6,1,1,11,25,4,9,106,3,2,2,4,1,1,1,2,2,0,5,6,0,3,3,0,0,1,1,5,2,0,2,4,4,8,1,2,1,1,640,7,11,8,1,21,2,4,20,4,2,0,0,2,0,0,0,0,0,0,2,3,1,3,45,2057,593,13801,103,60,26,1,1,7,4,1,1,5,2,1,3,5,1,1,1,1,1,0,4,0,1,3,1,0,0,0,3,3,1,4,2,0,1,1,2,0,1,1,0,0,1,0,3,0,2,19,3,0,0,0,2,0,0,1,0,0,0,2,2,0,0,3,0,5,0,13,2,3,12,2,1,6,2,1,2,0,2,2,2,11,3,12,94,14,21,66,10,3,1,2,5,2,0,1,1,3,0,0,1,0,2,1,5,2,22,25,3,4,2,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,50,14,21,200,40,49,39,1,4,0,3,1,9,0,2,1,9,0,0,0,0,0,1,5,17,0,0,4,1,2,0,1,8,62,0,7,1,1,0,1,0,2,0,2,0,0,3,3,3,0,0,4,0,1,3,1,0,3,0,1,2,2,2,0,0,0,1,1,1,1,1,11,3,1,2,4,2,0,1,2,0,0,2,1,6,0,0,2,1,5,2,10,3
E07000167,9,39,44,24,18,2,3,0,1,85,454,8,11,2125,3,1,1,6,1,8,0,0,5,0,1,0,0,0,2,1,0,0,1,1,0,0,1,0,2,3,0,5,1,0,388,2,1,1,7,1,1,1,1,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,17,523,193,89,12012,1314,118,0,2,1,0,1,1,2,1,2,0,1,1,0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,3,1,1,3,3,12,2,0,3,2,3,4,3,1,1,1,0,2,13,18,9,27,14,3,0,7,10,1,0,1,3,1,0,2,0,2,0,0,3,0,0,1,2,1,14,3,7,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,4,2,0,0,0,2,0,0,1,56,13,23,333,68,0,46,0,3,0,0,1,8,0,2,0,3,0,1,1,0,1,5,1,3,3,0,1,0,0,2,1,1,6,1,7,0,4,3,3,0,1,1,1,0,1,2,0,0,1,2,0,12,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,1,2,2,3,0,0,4,0,4,0,0,0,0,1,0,1,1,0,2,2,0,5,1,0,5
E07000168,28,256,632,154,30,3,5,1,0,152,856,10,17,533,3,3,3,6,0,2,4,1,5,0,3,3,1,0,5,1,0,2,5,4,0,1,4,5,1,3,2,5,4,0,117,2,18,6,2,10,2,8,14,4,1,0,0,2,3,2,1,3,2,1,0,6,0,2,31,280,135,53,2036,31348,147,4,10,3,2,3,2,5,1,1,3,0,7,0,1,9,0,7,1,0,0,3,0,0,1,0,2,2,0,4,3,0,2,0,2,0,1,0,0,0,4,3,3,0,0,0,3,1,0,0,1,3,0,1,4,1,0,3,0,0,4,2,1,4,3,13,1,2,5,5,7,3,3,4,7,1,1,0,19,23,13,49,10,3,3,11,6,1,1,1,16,0,0,2,3,2,1,0,1,3,0,0,2,2,13,2,4,4,8,1,3,4,4,1,2,0,0,3,1,0,0,0,0,0,0,1,4,0,0,3,1,6,4,0,1,3,0,0,5,10,2,0,1,0,2,2,1,0,61,17,27,247,74,9,42,1,5,1,1,1,13,1,2,1,0,2,0,0,1,2,8,2,3,8,0,9,1,0,2,4,0,10,2,2,1,4,4,3,1,0,0,2,1,1,5,1,2,1,10,1,0,7,0,2,1,2,4,1,0,0,0,3,2,0,0,1,4,12,0,5,1,2,1,2,0,2,1,1,0,0,0,1,4,0,0,7,3,8,0,8,0
E07000169,7,11,7,19,17,2,13,6,0,205,1607,12,117,5093,13,1,4,14,3,3,2,0,4,2,12,4,1,4,6,9,1,2,1,2,4,2,6,2,2,10,2,3,2,1,28,12,6,6,5,8,5,7,6,14,2,0,0,5,0,1,3,1,1,0,6,5,2,1,30,372,710,68,264,232,14362,9,57,7,1,7,14,5,5,4,3,2,1,0,0,4,1,5,0,0,1,2,0,6,1,1,2,1,1,4,0,3,0,0,3,2,4,1,1,1,5,2,5,1,0,3,2,2,2,4,0,0,0,0,3,0,1,7,3,2,5,4,1,14,4,42,12,9,16,12,4,21,5,0,9,10,3,0,89,639,115,132,17,6,1,5,14,6,4,3,4,5,1,1,2,1,3,3,3,5,4,0,6,4,1,5,11,10,12,0,0,0,8,1,3,1,0,0,0,0,0,0,2,0,0,0,0,1,1,3,0,1,2,1,2,1,0,1,1,1,2,1,0,0,4,4,3,2,342,76,271,6193,3039,7,44,0,1,0,2,0,13,0,4,2,0,1,2,2,2,0,6,3,5,0,1,2,0,4,3,0,1,13,2,11,1,3,4,2,1,1,2,4,1,0,3,0,2,0,3,5,46,2,3,1,0,6,1,0,8,3,1,0,0,5,0,0,2,5,2,5,1,12,3,4,3,5,1,7,2,4,1,0,14,0,0,4,7,9,2,3,14
E07000170,0,0,1,3,0,1,16,2,1,6,17,4,16,8,767,112,14,7571,2,7,21,2,8,2,7,5,1,3,22,65,0,2,5,5,1,1,1,6,4,19,2,7,4,2,12,9,10,11,9,10,1,12,6,2,1,0,0,9,0,2,3,5,11,3,10,27,5,2,1,4,9,12,1,3,1,19362,452,1647,1629,4548,1036,782,7,1,7,2,5,0,0,2,10,51,12,3,3,11,7,16,11,4,1,0,0,4,2,1,3,5,3,3,1,6,50,17,17,3,10,0,1,2,6,1,3,0,6,0,5,1,3,0,4,10,3,4,0,7,0,8,7,17,5,11,9,6,4,5,5,7,25,1,7,3,27,106,97,224,15,3,2,3,56,29,9,22,2,7,0,4,4,4,1,0,5,5,2,0,4,0,10,8,2568,2199,389,151,653,8,255,166,5,0,0,3,0,0,1,0,0,0,0,0,5,12,3,0,0,3,2,2,0,0,0,1,3,2,1,1,0,0,6,18,17,12,27,2,14,61,29,6,29,2,11,0,2,3,13,1,4,4,5,0,7,5,0,1,78,9,5,2,6,3,0,0,2,0,0,9,53,3,2,5,4,6,0,1,0,6,3,0,1,5,4,3,5,2,2,9,2,1,0,0,0,3,1,0,0,0,1,0,1,1,1,0,1,0,0,5,1,0,4,1,0,57,129,27,34,41,252,14,2,31,38,30,2,34,25
E07000171,1,4,2,5,5,3,12,1,1,18,52,15,440,49,76,29,63,464,6,8,4,1,1,2,6,5,1,5,20,27,0,6,3,7,6,5,3,15,4,11,1,12,0,0,13,9,6,15,12,21,2,12,7,4,2,0,6,1,0,6,2,11,2,3,3,19,1,2,2,9,22,59,2,2,69,418,26770,71,232,616,1489,194,4,3,6,10,2,0,0,3,1,7,2,4,1,9,2,3,1,2,2,1,0,3,6,3,3,2,1,1,0,3,22,2,8,5,8,0,0,2,8,2,0,0,1,0,0,5,0,0,2,10,0,5,3,7,3,7,22,40,4,6,9,7,13,10,4,0,6,2,4,20,163,3345,1771,1829,5,11,8,7,29,11,1,3,2,7,1,0,2,2,0,3,10,4,1,0,6,1,5,2,96,1007,330,18,32,5,181,4,5,0,1,1,5,1,0,1,3,0,0,0,1,4,2,0,0,1,3,2,1,0,0,0,6,0,0,0,2,1,2,7,13,7,42,14,47,519,228,3,61,1,2,0,1,2,14,0,2,3,0,5,4,0,5,2,8,4,5,2,1,3,0,1,4,0,1,44,5,11,2,1,10,3,3,3,1,8,1,0,5,3,4,2,5,3,10,6,2,3,0,4,1,0,0,0,1,1,0,1,0,0,1,1,0,5,1,25,0,3,1,4,0,13,30,8,3,6,45,4,9,27,410,217,3,110,840
E07000172,0,0,0,0,3,4,10,0,1,4,7,7,0,4,1723,330,12,15394,3,9,18,3,8,2,11,5,1,6,15,131,0,1,7,5,3,3,3,2,7,22,2,2,2,0,6,16,5,11,7,9,6,14,1,2,0,0,0,3,0,1,2,5,18,3,2,28,5,9,1,5,9,3,1,1,5,1573,82,11874,1049,385,354,1814,4,10,4,5,6,1,0,2,24,103,19,9,1,17,6,22,2,1,2,5,0,7,1,2,4,4,3,0,0,5,23,71,26,3,15,0,1,4,8,3,1,0,2,1,9,4,3,0,4,4,1,5,1,13,1,2,14,28,2,3,4,3,30,5,12,1,4,2,4,0,10,40,42,137,14,1,4,2,143,63,11,23,8,3,0,2,11,3,0,0,4,11,3,1,4,0,0,12,1733,265,130,93,3761,15,43,189,3,0,0,3,3,1,1,0,1,0,0,1,1,8,3,2,0,5,0,1,0,0,0,0,6,1,2,1,1,1,10,64,18,8,19,4,17,57,19,6,56,2,9,1,11,2,27,2,6,5,3,4,4,5,0,5,296,7,10,3,4,5,0,1,5,1,8,19,1,12,0,1,4,3,1,4,1,2,0,4,4,4,0,2,6,5,6,6,6,0,1,7,1,0,1,5,0,0,1,0,1,0,1,2,0,0,2,10,1,1,1,3,2,131,419,32,31,73,683,29,2,121,40,23,5,67,9
E07000173,0,0,2,2,1,2,7,2,0,45,3,5,6,3,494,216,19,20015,1,2,15,0,9,2,19,1,1,2,32,116,0,0,0,8,5,3,3,8,9,19,2,3,1,0,3,11,1,9,7,9,8,8,2,2,3,2,2,0,5,7,3,4,9,10,9,26,0,8,3,2,18,7,1,2,1,1947,325,1416,12336,1137,1410,2686,3,6,4,4,3,3,1,2,5,58,11,11,3,12,8,17,3,0,1,2,1,0,1,3,6,1,7,1,0,7,24,38,21,3,11,1,1,4,11,1,3,2,3,0,2,0,4,2,3,5,0,3,2,4,0,2,8,12,0,3,13,6,16,3,7,2,2,5,0,1,3,44,36,126,14,2,1,1,89,48,5,15,3,3,1,0,6,4,2,1,4,3,2,0,6,2,3,2,361,212,81,32,538,2,40,59,1,0,0,3,3,2,0,0,1,0,1,0,1,6,1,1,0,0,2,4,1,0,0,0,0,2,4,0,2,1,1,22,10,7,16,4,15,51,22,4,64,1,2,2,4,2,15,2,9,3,1,5,4,0,2,1,140,9,10,5,2,4,0,1,8,0,1,9,3,12,0,4,4,2,1,2,0,0,0,0,0,1,5,1,6,0,3,7,7,1,1,7,0,0,2,3,0,2,2,5,0,1,0,1,0,1,2,3,0,1,2,2,0,93,261,26,21,82,283,15,7,64,56,39,2,84,15
E07000174,1,1,0,2,2,3,7,4,1,8,7,7,15,6,344,61,21,2443,2,8,8,3,2,2,6,10,2,2,11,134,0,0,2,1,6,2,5,7,4,15,1,10,3,1,6,16,4,10,2,11,4,20,6,1,0,2,2,10,4,5,1,2,10,4,6,16,0,7,0,5,10,7,3,1,12,6949,1093,355,1043,17969,3593,417,4,2,5,4,4,0,2,4,4,37,7,6,1,4,1,9,2,0,6,0,0,5,0,1,2,2,0,1,2,0,80,9,17,3,3,2,1,2,3,5,0,0,1,0,2,3,0,2,0,2,3,7,0,13,0,6,2,16,4,8,5,6,5,7,7,3,11,3,0,4,30,103,155,305,3,1,1,1,38,21,4,8,10,8,0,3,3,1,0,0,4,5,0,0,1,1,1,27,732,2229,459,109,221,6,259,114,4,0,0,3,4,0,0,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,1,1,2,1,1,1,3,4,10,22,11,11,5,9,68,34,4,39,2,3,4,0,6,11,1,3,0,1,8,8,2,4,2,26,4,2,3,4,2,3,2,6,0,1,7,29,9,0,0,2,6,2,1,2,2,3,2,0,2,2,3,11,4,1,4,4,0,0,2,3,1,1,4,0,0,0,0,0,0,0,0,1,0,0,7,1,1,6,0,0,37,79,8,11,16,126,21,13,25,52,55,7,69,36
E07000175,0,3,1,2,5,5,6,1,0,15,20,12,32,28,176,128,47,3480,2,2,5,3,5,2,18,8,0,4,66,37,1,1,4,3,6,1,3,12,7,14,1,5,2,0,5,15,12,20,8,20,3,19,15,4,4,1,0,7,3,18,0,14,11,8,10,22,6,8,0,19,10,16,1,1,19,1764,1719,331,1474,3132,22891,1109,3,6,8,6,4,0,2,9,5,22,3,4,0,1,5,9,1,0,2,6,1,6,1,8,2,2,7,1,2,10,32,21,18,3,18,0,1,2,1,3,2,0,4,0,3,0,7,0,2,7,4,12,6,19,2,2,3,17,2,6,5,8,8,8,8,2,3,4,1,5,39,160,109,171,2,3,10,1,69,19,9,6,17,3,0,5,8,2,3,13,17,16,3,0,5,2,4,7,200,411,135,22,131,5,68,38,2,2,0,2,0,0,1,1,0,0,0,1,0,6,1,0,0,2,6,1,3,0,0,0,5,5,3,4,1,2,1,15,9,9,33,2,12,93,43,1,133,1,2,2,5,2,39,1,6,9,5,5,10,4,1,2,35,9,17,9,2,11,0,3,5,2,8,28,14,27,2,4,5,1,1,1,2,5,1,3,2,4,5,6,34,9,4,8,7,0,0,1,3,0,2,3,0,0,0,0,1,0,0,2,1,0,4,4,0,1,3,3,0,83,132,15,16,136,117,29,26,86,959,917,14,1079,229
E07000176,0,5,0,2,2,7,10,0,1,6,2,7,7,11,688,797,56,15002,5,6,18,8,12,2,4,4,0,3,52,206,6,0,0,12,11,6,12,9,6,53,0,5,2,0,7,17,6,12,9,11,14,12,13,6,3,5,0,7,3,4,0,20,17,12,9,43,7,13,0,1,5,1,0,0,3,656,108,1229,1585,323,994,14223,11,8,9,10,8,0,0,5,8,106,24,6,4,21,8,15,0,2,1,3,0,3,1,4,2,2,2,0,3,5,48,78,41,17,40,0,2,4,6,3,1,0,9,1,11,1,6,2,2,5,5,2,4,12,1,3,2,23,1,2,12,7,41,5,1,0,0,1,1,1,12,27,31,91,15,1,2,3,166,104,11,15,4,7,2,6,3,18,1,4,7,18,3,2,4,1,0,2,207,77,58,36,560,3,18,89,3,1,1,0,3,2,0,1,0,1,0,1,0,10,0,2,0,1,4,2,1,0,0,0,3,7,2,6,2,1,4,63,15,17,13,4,11,51,20,3,137,0,3,2,8,6,37,1,7,2,2,6,18,2,3,2,185,6,27,6,6,9,0,7,6,1,3,16,3,18,3,5,6,1,2,1,2,2,0,0,10,3,3,3,7,10,0,6,11,0,2,2,1,0,1,3,2,1,0,5,1,0,2,1,0,1,1,10,1,0,3,1,1,345,2048,82,77,561,766,48,10,149,128,111,6,352,14
E07000177,1,2,0,2,1,2,2,0,0,1,1,0,3,4,4,33,1,5,3,16,2,15,16,5,33,1,0,80,19,34,1,2,1,43,146,123,109,122,85,526,7,17,9,1,2,4,4,9,13,37,43,68,5,10,0,0,0,4,0,3,4,5,186,7,9,184,2224,22,0,0,4,4,0,0,1,3,4,2,0,1,0,4,34879,9528,1150,1584,2269,3,3,4,2,6,12,3,1,3,4,3,0,3,9,10,2,13,9,15,34,18,30,2,4,21,5,11,68,899,455,1,1,3,15,2,2,1,10,3,21,14,18,2,12,26,4,8,10,5,2,4,2,21,0,3,3,4,1,6,1,0,4,1,2,1,0,6,5,9,4,1,0,4,198,221,13,17,10,1582,52,67,436,4,1,0,12,16,1,0,3,0,1,1,5,4,2,2,3,2,0,2,9,3,0,3,5,2,0,2,0,1,0,1,1,9,5,4,1,2,2,4,7,2,0,5,3,33,104,0,22,5,25,87,5,9,7,2,5,12,5,3,672,4,32,3,27,4,148,2,66,6,6,16,42,1,24,21,191,61,83,46,11,47,6,8,6,1,19,68,4,73,4,15,42,5,3,3,4,13,9,8,21,17,13,11,54,17,5,34,39,1,1,5,1,0,3,4,3,4,0,6,0,0,1,1,1,1,0,2,2,1,5,1,0,25,3,11,14,2,13,2,0,3,2,8,0,5,0
E07000178,0,2,0,0,0,2,2,0,0,2,2,0,0,6,8,13,1,9,10,5,1,33,34,8,35,2,0,196,3,11,2,3,3,41,250,376,96,97,125,155,7,11,26,0,3,7,5,5,10,51,6,17,2,17,2,0,0,4,4,6,3,4,7,2,3,49,104,6,0,3,7,1,0,1,0,1,0,3,1,0,0,1,2187,42406,2541,3574,1245,1,3,1,1,9,1,1,1,6,0,3,0,1,0,9,8,23,10,8,43,23,27,11,14,13,1,3,9,68,55,1,3,6,13,10,0,1,4,3,8,9,8,2,17,22,4,5,3,10,8,4,2,27,2,1,2,2,1,3,1,1,10,0,0,0,3,11,1,2,2,1,0,0,82,110,15,5,10,404,41,42,325,28,0,3,4,5,3,0,2,1,3,3,4,1,5,0,3,1,1,7,6,16,6,2,7,10,0,1,1,0,1,3,1,3,4,1,2,4,1,3,2,1,3,1,1,25,32,2,13,2,13,19,1,6,8,2,7,14,1,0,751,2,44,1,26,5,289,7,41,10,8,27,83,6,5,1,169,52,126,84,10,53,8,11,7,1,22,70,18,67,3,22,30,5,4,2,0,22,6,7,9,22,32,1,19,2,2,8,16,1,6,4,1,0,9,2,0,1,1,3,3,0,0,5,1,2,11,0,0,0,1,0,0,6,3,1,3,1,2,2,0,0,3,3,1,0,4
E07000179,0,1,0,0,0,1,8,2,0,2,4,0,0,0,2,3,0,2,4,6,3,25,38,7,31,9,1,179,4,36,1,0,3,393,1256,2514,485,699,1076,98,4,8,12,3,2,8,1,4,8,77,9,38,2,10,3,0,0,7,0,0,2,0,13,3,1,41,51,6,0,3,3,1,1,2,1,1,0,0,1,0,1,1,1014,7369,22358,6217,516,3,5,5,2,0,5,1,1,1,1,6,0,4,1,35,8,34,24,13,95,52,48,4,7,43,6,3,10,47,36,0,2,10,14,6,3,1,0,0,5,3,2,0,26,35,11,7,1,3,4,1,1,11,1,4,2,2,0,8,0,2,2,2,2,0,1,18,4,3,2,5,0,0,33,29,4,5,5,1586,234,209,2236,5,0,2,11,9,0,0,0,0,0,1,3,0,3,0,0,0,1,1,4,4,0,2,2,2,0,1,0,0,0,1,4,10,4,1,0,3,4,2,5,1,1,0,1,20,20,1,8,5,9,16,2,2,2,3,4,10,3,0,1366,2,26,5,49,2,283,6,130,11,5,27,167,5,37,3,512,169,138,125,16,67,7,14,12,2,51,100,20,121,5,35,147,13,17,12,5,55,3,13,55,25,32,12,70,10,11,56,39,0,2,8,2,1,1,3,3,1,1,4,5,1,0,0,0,0,1,1,0,2,1,0,1,8,2,9,2,1,9,0,0,1,0,6,1,0,0
E07000180,0,0,0,0,0,3,8,0,0,2,1,2,1,4,5,10,3,4,9,2,2,27,54,10,48,8,1,1355,11,10,1,6,2,108,1080,455,101,110,194,80,1,19,26,2,3,6,3,11,7,239,7,27,4,15,0,0,1,9,0,0,6,1,5,2,2,33,58,5,1,5,2,7,1,0,1,0,0,10,0,0,3,1,1366,10753,3946,25228,1852,4,0,5,1,4,3,0,0,2,0,5,1,0,0,10,9,24,9,10,19,12,40,0,7,16,1,3,8,48,51,1,0,7,17,3,1,1,3,5,6,3,5,1,13,9,4,2,4,8,2,2,0,10,0,1,4,1,1,3,2,0,1,0,1,1,0,1,2,7,5,0,0,0,40,31,13,3,8,174,21,34,193,7,0,1,3,12,1,0,3,1,2,0,0,1,0,0,0,0,1,3,3,3,3,3,4,0,0,2,1,1,2,1,0,3,0,1,2,3,6,4,4,1,0,0,4,33,145,4,23,17,24,9,7,4,2,0,5,5,4,2,683,1,21,1,18,8,125,3,28,3,4,21,59,2,10,2,115,46,49,47,7,25,0,4,6,2,21,59,8,76,9,19,96,6,14,8,3,33,3,15,27,36,74,4,16,6,4,23,14,3,1,1,0,0,2,3,2,2,2,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,5,4,2,0,4,0,0,1,1,9,1,1,0
E07000181,0,2,0,0,0,1,0,1,0,1,0,0,1,1,5,13,0,5,2,6,4,15,23,6,41,4,0,400,5,10,0,1,2,39,185,125,60,54,86,117,3,4,11,2,2,5,2,11,7,158,10,11,0,5,1,0,0,1,0,1,5,1,11,4,9,28,122,2,0,7,2,8,0,0,0,1,0,0,0,0,1,1,3321,7541,828,3051,24437,2,1,2,3,6,3,1,1,1,1,0,1,1,4,2,4,13,8,4,19,6,17,3,4,11,4,2,10,189,99,0,0,1,19,1,1,0,3,6,4,13,25,1,3,16,4,7,2,3,1,2,1,12,0,0,0,2,0,4,3,0,1,0,0,0,0,0,5,9,2,0,1,0,56,43,6,8,6,180,13,29,163,9,2,0,3,11,0,0,14,2,2,0,2,0,0,0,0,0,0,3,5,3,3,3,2,0,0,3,0,4,2,0,2,3,2,1,0,1,2,4,1,0,0,1,2,127,683,8,46,23,54,33,8,4,2,0,1,6,2,0,476,0,17,5,16,2,101,4,27,1,10,9,32,2,7,1,104,39,60,53,4,27,0,7,9,2,14,27,2,45,3,8,26,3,10,4,2,13,6,4,19,22,33,4,24,8,7,17,15,2,1,3,0,0,4,7,1,1,0,5,0,0,2,0,0,1,1,2,3,0,3,0,0,3,3,4,5,1,5,1,1,1,0,9,0,2,0
E07000187,0,1,1,1,0,0,6,0,0,2,0,0,0,1,2,5,0,4,2,3,2,4285,1369,680,551,15,1,65,12,8,1,1,0,8,15,8,7,11,14,1,6,16,14,3,0,4,2,5,25,3121,4,3,5,32,0,1,0,1,0,2,0,0,0,1,0,2,9,0,0,0,1,3,1,0,0,0,2,1,0,0,2,0,7,10,0,7,6,24531,1247,2252,2,0,2,2,1,1,10,2,0,0,0,2,1,7,4,1,7,1,10,0,2,1,1,1,5,2,8,2,1,4,11,3,7,0,0,1,0,1,3,0,3,9,0,1,0,1,545,5,3,6,1,1,5,1,1,1,2,3,2,3,0,4,0,0,0,4,1,0,0,0,8,2,3,2,273,6,0,5,5,2,4,0,3,4,0,0,5,1,3,0,3,3,0,0,0,0,0,1,43,40,14,0,5,5,3,9,0,0,0,1,1,2,1,2,1,2,1,1,1,0,0,1,0,7,10,10,8,29,12,3,1,4,15,6,3,9,0,1,148,2,6,0,6,3,32,2,12,8,2,3,18,4,2,1,15,15,14,22,4,11,0,0,2,3,12,18,0,17,3,11,20,4,5,14,3,15,6,21,7,49,8,4,2,3,1,3,3,5,1,3,0,1,2,0,0,0,0,1,2,1,0,0,0,0,1,4,0,2,0,0,1,3,0,4,0,0,9,5,1,0,1,0,0,0,1
E07000188,0,1,0,0,0,2,5,0,0,4,0,3,1,3,2,5,0,4,3,6,1,247,1599,3423,645,36,13,45,5,11,1,2,2,13,11,11,10,7,10,16,3,12,3,2,2,2,2,7,26,119,3,8,2,15,2,0,0,0,0,2,3,0,1,0,0,7,12,2,0,3,1,6,2,0,0,0,0,1,2,0,3,4,4,3,13,13,2,2023,25804,1020,3,0,2,3,1,2,2,3,0,0,0,6,1,5,0,6,7,4,4,0,4,4,2,3,9,2,7,0,0,3,12,4,6,1,2,1,1,1,6,0,1,2,2,2,2,0,5936,4,2,22,4,1,1,0,0,1,9,2,1,0,3,2,1,3,1,1,0,0,0,5,21,3,4,3,91,5,0,3,10,1,1,0,0,3,1,3,15,0,9,1,1,1,3,1,1,3,0,2,68,172,98,31,19,19,6,18,0,0,2,0,1,3,0,0,0,3,2,1,1,4,0,1,1,21,9,12,31,23,22,5,7,6,9,11,1,13,0,1,74,0,1,0,4,0,17,2,11,1,0,3,7,3,3,3,21,10,5,4,5,8,2,0,0,0,0,4,5,12,4,3,17,1,14,5,8,7,6,12,2,8,10,2,7,2,0,7,5,1,1,3,1,0,1,1,2,0,0,1,3,1,0,1,0,1,0,1,0,0,0,1,0,3,1,1,22,1,5,0,0,0,0,1,1,0,0
